category,dataset,trajectory_id,first_occurrence_step,trajectory_length,normalized_position
tool_web_failure,nebius,mido__mido-474,2,23,0.086957
tool_web_failure,nebius,mido__mido-474,2,35,0.057143
tool_web_failure,nebius,mido__mido-474,2,55,0.036364
tool_web_failure,nebius,mido__mido-474,2,63,0.031746
tool_web_failure,nebius,mido__mido-474,2,39,0.051282
tool_web_failure,nebius,mido__mido-474,2,47,0.042553
tool_web_failure,nebius,mido__mido-474,2,45,0.044444
tool_web_failure,nebius,mido__mido-474,2,79,0.025316
tool_web_failure,nebius,mps-gmbh__hl7-parser-24,20,99,0.20202
tool_web_failure,nebius,mps-gmbh__hl7-parser-24,22,149,0.147651
tool_web_failure,nebius,mps-gmbh__hl7-parser-24,20,69,0.289855
tool_web_failure,nebius,mps-gmbh__hl7-parser-24,24,97,0.247423
tool_web_failure,nebius,mps-gmbh__hl7-parser-24,18,93,0.193548
tool_web_failure,nebius,mps-gmbh__hl7-parser-24,22,85,0.258824
tool_web_failure,nebius,mps-gmbh__hl7-parser-24,48,205,0.234146
tool_web_failure,nebius,mps-gmbh__hl7-parser-24,24,71,0.338028
tool_web_failure,nebius,mps-gmbh__hl7-parser-24,14,35,0.4
tool_web_failure,nebius,networkx__networkx-4125,18,29,0.62069
tool_web_failure,nebius,networkx__networkx-4125,56,59,0.949153
tool_web_failure,nebius,palantir__python-language-server-275,8,127,0.062992
tool_web_failure,nebius,palantir__python-language-server-275,26,79,0.329114
tool_web_failure,nebius,palantir__python-language-server-275,8,13,0.615385
tool_web_failure,nebius,palantir__python-language-server-275,8,81,0.098765
tool_web_failure,nebius,palantir__python-language-server-275,6,15,0.4
tool_web_failure,nebius,palantir__python-language-server-275,6,13,0.461538
tool_web_failure,nebius,palantir__python-language-server-275,8,15,0.533333
tool_web_failure,nebius,palantir__python-language-server-754,6,17,0.352941
tool_web_failure,nebius,palantir__python-language-server-754,6,113,0.053097
tool_web_failure,nebius,palantir__python-language-server-754,10,23,0.434783
tool_web_failure,nebius,palantir__python-language-server-754,6,77,0.077922
tool_web_failure,nebius,palantir__python-language-server-754,6,15,0.4
tool_web_failure,nebius,palantir__python-language-server-754,30,107,0.280374
tool_web_failure,nebius,palantir__python-language-server-754,10,135,0.074074
tool_web_failure,nebius,palantir__python-language-server-754,4,193,0.020725
tool_web_failure,nebius,palantir__python-language-server-754,6,273,0.021978
tool_web_failure,nebius,palantir__python-language-server-754,10,59,0.169492
tool_web_failure,nebius,palantir__python-language-server-754,6,111,0.054054
tool_web_failure,nebius,palantir__python-language-server-754,6,75,0.08
tool_web_failure,nebius,protolambda__remerkleable-2,30,35,0.857143
tool_web_failure,nebius,protolambda__remerkleable-2,8,59,0.135593
tool_web_failure,nebius,protolambda__remerkleable-2,30,55,0.545455
tool_web_failure,nebius,protolambda__remerkleable-2,20,27,0.740741
tool_web_failure,nebius,protolambda__remerkleable-2,20,27,0.740741
tool_web_failure,nebius,protolambda__remerkleable-2,34,69,0.492754
tool_web_failure,nebius,protolambda__remerkleable-2,18,39,0.461538
tool_web_failure,nebius,protolambda__remerkleable-2,26,49,0.530612
tool_web_failure,nebius,protolambda__remerkleable-2,10,95,0.105263
tool_web_failure,nebius,protolambda__remerkleable-2,10,27,0.37037
tool_web_failure,nebius,protolambda__remerkleable-2,10,67,0.149254
tool_web_failure,nebius,pydantic__pydantic-2262,18,75,0.24
tool_web_failure,nebius,pydantic__pydantic-2262,18,101,0.178218
tool_web_failure,nebius,pydantic__pydantic-2262,18,87,0.206897
tool_web_failure,nebius,pydantic__pydantic-2262,20,105,0.190476
tool_web_failure,nebius,pydantic__pydantic-2262,30,73,0.410959
tool_web_failure,nebius,pydantic__pydantic-2262,14,89,0.157303
tool_web_failure,nebius,pydantic__pydantic-2262,10,55,0.181818
tool_web_failure,nebius,pydantic__pydantic-2262,12,73,0.164384
tool_web_failure,nebius,pydantic__pydantic-2262,10,59,0.169492
tool_web_failure,nebius,pydantic__pydantic-2262,10,63,0.15873
tool_web_failure,nebius,pydantic__pydantic-2262,12,71,0.169014
tool_web_failure,nebius,pydantic__pydantic-2262,10,35,0.285714
tool_web_failure,nebius,pydantic__pydantic-2262,20,79,0.253165
tool_web_failure,nebius,pydantic__pydantic-2262,16,81,0.197531
tool_web_failure,nebius,pyvista__pyvista-4225,20,33,0.606061
tool_web_failure,nebius,reata__sqllineage-38,30,67,0.447761
tool_web_failure,nebius,sanic-org__sanic-2837,10,319,0.031348
tool_web_failure,nebius,sanic-org__sanic-2837,50,65,0.769231
tool_web_failure,nebius,sanic-org__sanic-2837,24,35,0.685714
tool_web_failure,nebius,sanic-org__sanic-2837,10,33,0.30303
tool_web_failure,nebius,scrapy__scrapy-2847,18,51,0.352941
tool_web_failure,nebius,scrapy__scrapy-2847,16,27,0.592593
tool_web_failure,nebius,scrapy__scrapy-2847,26,37,0.702703
tool_web_failure,nebius,simonsobs__ocs-332,14,19,0.736842
tool_web_failure,nebius,simonsobs__ocs-332,12,29,0.413793
tool_web_failure,nebius,simonsobs__ocs-332,12,31,0.387097
tool_web_failure,nebius,simonsobs__ocs-332,16,31,0.516129
tool_web_failure,nebius,simonsobs__ocs-332,6,21,0.285714
tool_web_failure,nebius,simonsobs__ocs-332,10,23,0.434783
tool_web_failure,nebius,simonsobs__ocs-332,8,19,0.421053
tool_web_failure,nebius,simonsobs__ocs-332,14,29,0.482759
tool_web_failure,nebius,simonsobs__ocs-332,8,27,0.296296
tool_web_failure,nebius,simonsobs__ocs-332,10,21,0.47619
tool_web_failure,nebius,simonsobs__ocs-332,14,29,0.482759
tool_web_failure,nebius,simonsobs__ocs-332,12,99,0.121212
tool_web_failure,nebius,simonsobs__ocs-332,8,23,0.347826
tool_web_failure,nebius,simonsobs__ocs-332,16,37,0.432432
tool_web_failure,nebius,simonsobs__ocs-332,12,29,0.413793
tool_web_failure,nebius,simonsobs__ocs-332,26,33,0.787879
tool_web_failure,nebius,simonsobs__ocs-332,8,19,0.421053
tool_web_failure,nebius,simonsobs__ocs-332,8,19,0.421053
tool_web_failure,nebius,simonsobs__ocs-332,30,39,0.769231
tool_web_failure,nebius,simonsobs__ocs-332,8,31,0.258065
tool_web_failure,nebius,simonsobs__ocs-332,22,61,0.360656
tool_web_failure,nebius,simonsobs__ocs-332,22,53,0.415094
tool_web_failure,nebius,simonsobs__ocs-332,14,17,0.823529
tool_web_failure,nebius,simonsobs__ocs-332,8,23,0.347826
tool_web_failure,nebius,simonsobs__ocs-332,14,15,0.933333
tool_web_failure,nebius,simonsobs__ocs-332,8,19,0.421053
tool_web_failure,nebius,simonsobs__ocs-332,14,23,0.608696
tool_web_failure,nebius,simonsobs__ocs-332,10,27,0.37037
tool_web_failure,nebius,simonsobs__ocs-332,10,21,0.47619
tool_web_failure,nebius,simonsobs__ocs-332,8,19,0.421053
tool_web_failure,nebius,simonsobs__ocs-332,10,27,0.37037
tool_web_failure,nebius,simonsobs__ocs-332,10,37,0.27027
tool_web_failure,nebius,simonsobs__ocs-332,12,39,0.307692
tool_web_failure,nebius,simonsobs__ocs-332,28,53,0.528302
tool_web_failure,nebius,simonsobs__ocs-332,22,35,0.628571
tool_web_failure,nebius,simonsobs__ocs-332,10,25,0.4
tool_web_failure,nebius,simonsobs__ocs-332,10,17,0.588235
tool_web_failure,nebius,simonsobs__ocs-332,16,23,0.695652
tool_web_failure,nebius,simonsobs__ocs-332,10,27,0.37037
tool_web_failure,nebius,simonsobs__ocs-332,8,19,0.421053
tool_web_failure,nebius,simonsobs__ocs-332,10,21,0.47619
tool_web_failure,nebius,tobymao__sqlglot-1765,26,31,0.83871
tool_web_failure,nebius,tobymao__sqlglot-1765,18,63,0.285714
tool_web_failure,nebius,tobymao__sqlglot-1765,36,71,0.507042
tool_web_failure,nebius,tobymao__sqlglot-1765,46,107,0.429907
tool_web_failure,nebius,tobymao__sqlglot-1765,24,71,0.338028
tool_web_failure,nebius,tobymao__sqlglot-1765,36,61,0.590164
tool_web_failure,nebius,tobymao__sqlglot-1765,16,37,0.432432
tool_web_failure,nebius,tobymao__sqlglot-1765,30,61,0.491803
tool_web_failure,nebius,tobymao__sqlglot-1765,30,59,0.508475
tool_web_failure,nebius,tobymao__sqlglot-1765,20,65,0.307692
tool_web_failure,nebius,typesafehub__conductr-cli-339,14,19,0.736842
tool_web_failure,nebius,typesafehub__conductr-cli-339,26,57,0.45614
tool_web_failure,nebius,wandera__1password-client-16,18,253,0.071146
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,21,0.095238
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,35,0.057143
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,55,0.036364
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,25,0.08
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,23,0.086957
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,53,0.037736
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,13,0.153846
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,73,0.027397
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,73,0.027397
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,73,0.027397
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,67,0.029851
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,23,0.086957
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,27,0.074074
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,29,0.068966
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,69,0.028986
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,29,0.068966
tool_web_failure,nebius,zamzterz__Flask-pyoidc-79,2,19,0.105263
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,75,0.026667
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,189,0.010582
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,77,0.025974
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,77,0.025974
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,79,0.025316
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,101,0.019802
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,55,0.036364
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,229,0.008734
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,81,0.024691
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,83,0.024096
tool_web_failure,nebius,AzureAD__azure-activedirectory-library-for-python-120,2,97,0.020619
tool_web_failure,nebius,ESSS__conda-devenv-51,30,59,0.508475
tool_web_failure,nebius,PEtab-dev__libpetab-python-136,16,43,0.372093
tool_web_failure,nebius,PEtab-dev__libpetab-python-136,38,43,0.883721
tool_web_failure,nebius,PEtab-dev__libpetab-python-136,8,9,0.888889
tool_web_failure,nebius,PEtab-dev__libpetab-python-136,64,67,0.955224
tool_web_failure,nebius,PyCQA__flake8-bugbear-316,8,55,0.145455
tool_web_failure,nebius,PyCQA__flake8-bugbear-316,16,57,0.280702
tool_web_failure,nebius,TheFriendlyCoder__friendlypins-93,28,77,0.363636
tool_web_failure,nebius,TheFriendlyCoder__friendlypins-93,16,81,0.197531
tool_web_failure,nebius,TheFriendlyCoder__friendlypins-93,34,95,0.357895
tool_web_failure,nebius,TheFriendlyCoder__friendlypins-93,14,21,0.666667
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,16,41,0.390244
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,26,45,0.577778
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,38,53,0.716981
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,16,23,0.695652
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,14,33,0.424242
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,24,27,0.888889
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,16,35,0.457143
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,22,33,0.666667
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,22,27,0.814815
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,12,21,0.571429
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,20,55,0.363636
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,22,29,0.758621
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,18,33,0.545455
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,22,39,0.564103
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,22,25,0.88
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,16,43,0.372093
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,24,27,0.888889
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,46,59,0.779661
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,22,25,0.88
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,12,31,0.387097
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,12,43,0.27907
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,16,27,0.592593
tool_web_failure,nebius,UC-Davis-molecular-computing__scadnano-python-package-288,24,45,0.533333
tool_web_failure,nebius,airspeed-velocity__asv-734,20,85,0.235294
tool_web_failure,nebius,airspeed-velocity__asv-734,24,71,0.338028
tool_web_failure,nebius,airspeed-velocity__asv-734,42,57,0.736842
tool_web_failure,nebius,airspeed-velocity__asv-734,32,45,0.711111
tool_web_failure,nebius,alvinwan__TexSoup-140,20,73,0.273973
tool_web_failure,nebius,alvinwan__TexSoup-140,26,73,0.356164
tool_web_failure,nebius,alvinwan__TexSoup-140,20,57,0.350877
tool_web_failure,nebius,alvinwan__TexSoup-140,24,81,0.296296
tool_web_failure,nebius,alvinwan__TexSoup-140,26,83,0.313253
tool_web_failure,nebius,alvinwan__TexSoup-140,28,87,0.321839
tool_web_failure,nebius,alvinwan__TexSoup-140,22,87,0.252874
tool_web_failure,nebius,alvinwan__TexSoup-140,26,47,0.553191
tool_web_failure,nebius,alvinwan__TexSoup-140,20,49,0.408163
tool_web_failure,nebius,alvinwan__TexSoup-140,50,53,0.943396
tool_web_failure,nebius,alvinwan__TexSoup-140,18,55,0.327273
tool_web_failure,nebius,alvinwan__TexSoup-140,22,83,0.26506
tool_web_failure,nebius,alvinwan__TexSoup-140,32,51,0.627451
tool_web_failure,nebius,alvinwan__TexSoup-140,34,173,0.196532
tool_web_failure,nebius,alvinwan__TexSoup-140,26,57,0.45614
tool_web_failure,nebius,alvinwan__TexSoup-140,18,55,0.327273
tool_web_failure,nebius,alvinwan__TexSoup-140,16,27,0.592593
tool_web_failure,nebius,alvinwan__TexSoup-140,28,75,0.373333
tool_web_failure,nebius,alvinwan__TexSoup-140,26,55,0.472727
tool_web_failure,nebius,alvinwan__TexSoup-140,30,77,0.38961
tool_web_failure,nebius,alvinwan__TexSoup-140,16,77,0.207792
tool_web_failure,nebius,alvinwan__TexSoup-140,30,63,0.47619
tool_web_failure,nebius,alvinwan__TexSoup-140,20,65,0.307692
tool_web_failure,nebius,alvinwan__TexSoup-140,38,97,0.391753
tool_web_failure,nebius,alvinwan__TexSoup-140,14,49,0.285714
tool_web_failure,nebius,alvinwan__TexSoup-140,28,79,0.35443
tool_web_failure,nebius,alvinwan__TexSoup-140,32,105,0.304762
tool_web_failure,nebius,alvinwan__TexSoup-140,40,63,0.634921
tool_web_failure,nebius,alvinwan__TexSoup-140,30,125,0.24
tool_web_failure,nebius,alvinwan__TexSoup-140,18,53,0.339623
tool_web_failure,nebius,alvinwan__TexSoup-140,32,121,0.264463
tool_web_failure,nebius,alvinwan__TexSoup-140,20,55,0.363636
tool_web_failure,nebius,alvinwan__TexSoup-140,36,53,0.679245
tool_web_failure,nebius,alvinwan__TexSoup-140,46,67,0.686567
tool_web_failure,nebius,ameily__cincoconfig-26,14,51,0.27451
tool_web_failure,nebius,ameily__cincoconfig-26,8,39,0.205128
tool_web_failure,nebius,asottile__pyupgrade-166,22,35,0.628571
tool_web_failure,nebius,asottile__pyupgrade-166,30,53,0.566038
tool_web_failure,nebius,asottile__pyupgrade-166,28,151,0.18543
tool_web_failure,nebius,asottile__pyupgrade-166,22,29,0.758621
tool_web_failure,nebius,asottile__pyupgrade-166,40,111,0.36036
tool_web_failure,nebius,asottile__pyupgrade-166,24,41,0.585366
tool_web_failure,nebius,asottile__pyupgrade-330,18,29,0.62069
tool_web_failure,nebius,asottile__pyupgrade-330,24,35,0.685714
tool_web_failure,nebius,asottile__pyupgrade-330,26,41,0.634146
tool_web_failure,nebius,asottile__pyupgrade-330,24,127,0.188976
tool_web_failure,nebius,asottile__pyupgrade-330,22,29,0.758621
tool_web_failure,nebius,asottile__pyupgrade-330,30,39,0.769231
tool_web_failure,nebius,asottile__pyupgrade-330,24,55,0.436364
tool_web_failure,nebius,asottile__pyupgrade-330,32,83,0.385542
tool_web_failure,nebius,asottile__pyupgrade-330,12,81,0.148148
tool_web_failure,nebius,asottile__pyupgrade-330,26,33,0.787879
tool_web_failure,nebius,asottile__pyupgrade-330,24,37,0.648649
tool_web_failure,nebius,asottile__yesqa-44,50,619,0.080775
tool_web_failure,nebius,asottile__yesqa-44,32,121,0.264463
tool_web_failure,nebius,benmoran56__esper-81,16,33,0.484848
tool_web_failure,nebius,bids-standard__pybids-611,16,17,0.941176
tool_web_failure,nebius,bids-standard__pybids-611,76,77,0.987013
tool_web_failure,nebius,bids-standard__pybids-611,58,75,0.773333
tool_web_failure,nebius,bids-standard__pybids-611,36,57,0.631579
tool_web_failure,nebius,canonical__charmcraft-802,44,99,0.444444
tool_web_failure,nebius,canonical__charmcraft-802,24,41,0.585366
tool_web_failure,nebius,canonical__charmcraft-802,18,31,0.580645
tool_web_failure,nebius,canonical__charmcraft-802,10,41,0.243902
tool_web_failure,nebius,canonical__charmcraft-802,22,31,0.709677
tool_web_failure,nebius,canonical__charmcraft-802,8,15,0.533333
tool_web_failure,nebius,canonical__charmcraft-802,8,17,0.470588
tool_web_failure,nebius,conda__conda-pack-26,26,27,0.962963
tool_web_failure,nebius,conda__conda-pack-26,26,65,0.4
tool_web_failure,nebius,conda__conda-pack-26,16,71,0.225352
tool_web_failure,nebius,datalad__datalad-next-257,14,23,0.608696
tool_web_failure,nebius,datalad__datalad-next-257,30,33,0.909091
tool_web_failure,nebius,datalad__datalad-next-257,14,43,0.325581
tool_web_failure,nebius,datalad__datalad-next-257,40,71,0.56338
tool_web_failure,nebius,deardurham__ciprs-reader-38,166,233,0.712446
tool_web_failure,nebius,deardurham__ciprs-reader-38,18,19,0.947368
tool_web_failure,nebius,deardurham__ciprs-reader-38,24,51,0.470588
tool_web_failure,nebius,deardurham__ciprs-reader-38,14,81,0.17284
tool_web_failure,nebius,dfm__emcee-295,16,79,0.202532
tool_web_failure,nebius,dfm__emcee-295,18,45,0.4
tool_web_failure,nebius,dfm__emcee-295,16,33,0.484848
tool_web_failure,nebius,dfm__emcee-295,18,45,0.4
tool_web_failure,nebius,dfm__emcee-295,16,37,0.432432
tool_web_failure,nebius,dfm__emcee-295,16,57,0.280702
tool_web_failure,nebius,dfm__emcee-295,18,37,0.486486
tool_web_failure,nebius,dfm__emcee-295,14,59,0.237288
tool_web_failure,nebius,dfm__emcee-295,16,47,0.340426
tool_web_failure,nebius,dfm__emcee-295,16,35,0.457143
tool_web_failure,nebius,dfm__emcee-295,20,133,0.150376
tool_web_failure,nebius,dfm__emcee-295,16,37,0.432432
tool_web_failure,nebius,dfm__emcee-295,20,45,0.444444
tool_web_failure,nebius,dfm__emcee-295,20,65,0.307692
tool_web_failure,nebius,dfm__emcee-295,14,77,0.181818
tool_web_failure,nebius,dfm__emcee-295,16,29,0.551724
tool_web_failure,nebius,dfm__emcee-295,16,85,0.188235
tool_web_failure,nebius,dfm__emcee-295,16,47,0.340426
tool_web_failure,nebius,dfm__emcee-295,20,63,0.31746
tool_web_failure,nebius,dfm__emcee-295,16,123,0.130081
tool_web_failure,nebius,dfm__emcee-295,20,49,0.408163
tool_web_failure,nebius,dfm__emcee-295,14,37,0.378378
tool_web_failure,nebius,dfm__emcee-295,16,59,0.271186
tool_web_failure,nebius,dfm__emcee-295,16,35,0.457143
tool_web_failure,nebius,dfm__emcee-295,12,71,0.169014
tool_web_failure,nebius,dfm__emcee-295,20,71,0.28169
tool_web_failure,nebius,dfm__emcee-295,16,59,0.271186
tool_web_failure,nebius,dfm__emcee-295,16,23,0.695652
tool_web_failure,nebius,dfm__emcee-295,16,19,0.842105
tool_web_failure,nebius,dfm__emcee-295,16,49,0.326531
tool_web_failure,nebius,dfm__emcee-295,16,43,0.372093
tool_web_failure,nebius,dfm__emcee-295,16,47,0.340426
tool_web_failure,nebius,dfm__emcee-295,16,33,0.484848
tool_web_failure,nebius,dfm__emcee-295,16,37,0.432432
tool_web_failure,nebius,dfm__emcee-295,12,29,0.413793
tool_web_failure,nebius,dfm__emcee-295,14,107,0.130841
tool_web_failure,nebius,dfm__emcee-295,16,377,0.04244
tool_web_failure,nebius,dfm__emcee-295,16,53,0.301887
tool_web_failure,nebius,dfm__emcee-295,26,51,0.509804
tool_web_failure,nebius,dfm__emcee-295,16,25,0.64
tool_web_failure,nebius,dfm__emcee-295,20,37,0.540541
tool_web_failure,nebius,dfm__emcee-295,16,41,0.390244
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,14,17,0.823529
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,22,143,0.153846
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,14,43,0.325581
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,12,33,0.363636
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,14,37,0.378378
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,36,61,0.590164
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,28,51,0.54902
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,26,219,0.118721
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,10,33,0.30303
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,8,35,0.228571
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,22,73,0.30137
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,14,45,0.311111
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,32,63,0.507937
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,8,73,0.109589
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,30,39,0.769231
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,22,49,0.44898
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,24,51,0.470588
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,38,51,0.745098
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,24,45,0.533333
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,14,57,0.245614
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,14,21,0.666667
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,20,25,0.8
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,48,57,0.842105
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,16,115,0.13913
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,14,27,0.518519
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,28,35,0.8
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,40,65,0.615385
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,10,27,0.37037
tool_web_failure,nebius,dwavesystems__dwave-cloud-client-417,34,39,0.871795
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,56,101,0.554455
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,28,121,0.231405
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,12,73,0.164384
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,14,17,0.823529
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,30,63,0.47619
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,26,37,0.702703
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,22,57,0.385965
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,28,111,0.252252
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,36,89,0.404494
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,26,63,0.412698
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,50,95,0.526316
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,38,51,0.745098
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,26,35,0.742857
tool_web_failure,nebius,fabiocaccamo__python-codicefiscale-24,28,31,0.903226
tool_web_failure,nebius,facelessuser__pymdown-extensions-2362,26,31,0.83871
tool_web_failure,nebius,facelessuser__pymdown-extensions-2362,40,55,0.727273
tool_web_failure,nebius,facelessuser__pymdown-extensions-2362,32,117,0.273504
tool_web_failure,nebius,getsentry__responses-291,8,47,0.170213
tool_web_failure,nebius,getsentry__responses-291,6,11,0.545455
tool_web_failure,nebius,getsentry__responses-291,6,69,0.086957
tool_web_failure,nebius,getsentry__responses-291,4,21,0.190476
tool_web_failure,nebius,getsentry__responses-291,6,29,0.206897
tool_web_failure,nebius,getsentry__responses-291,6,17,0.352941
tool_web_failure,nebius,getsentry__responses-291,6,11,0.545455
tool_web_failure,nebius,getsentry__responses-291,6,13,0.461538
tool_web_failure,nebius,getsentry__responses-291,4,93,0.043011
tool_web_failure,nebius,getsentry__responses-291,6,77,0.077922
tool_web_failure,nebius,getsentry__responses-291,6,19,0.315789
tool_web_failure,nebius,getsentry__responses-291,4,79,0.050633
tool_web_failure,nebius,getsentry__responses-291,6,15,0.4
tool_web_failure,nebius,getsentry__responses-291,4,61,0.065574
tool_web_failure,nebius,google__sre_yield-21,38,53,0.716981
tool_web_failure,nebius,google__sre_yield-21,20,71,0.28169
tool_web_failure,nebius,google__sre_yield-21,42,51,0.823529
tool_web_failure,nebius,google__sre_yield-21,22,83,0.26506
tool_web_failure,nebius,google__sre_yield-21,20,49,0.408163
tool_web_failure,nebius,google__sre_yield-21,18,37,0.486486
tool_web_failure,nebius,google__sre_yield-21,18,97,0.185567
tool_web_failure,nebius,google__sre_yield-21,20,35,0.571429
tool_web_failure,nebius,google__sre_yield-21,22,65,0.338462
tool_web_failure,nebius,google__sre_yield-21,30,47,0.638298
tool_web_failure,nebius,google__sre_yield-21,26,53,0.490566
tool_web_failure,nebius,google__sre_yield-21,20,79,0.253165
tool_web_failure,nebius,google__sre_yield-21,24,65,0.369231
tool_web_failure,nebius,hamcrest__PyHamcrest-129,2,119,0.016807
tool_web_failure,nebius,hamcrest__PyHamcrest-129,2,65,0.030769
tool_web_failure,nebius,hamcrest__PyHamcrest-129,2,55,0.036364
tool_web_failure,nebius,hamcrest__PyHamcrest-129,2,39,0.051282
tool_web_failure,nebius,hamcrest__PyHamcrest-129,2,45,0.044444
tool_web_failure,nebius,hamcrest__PyHamcrest-129,2,29,0.068966
tool_web_failure,nebius,hamcrest__PyHamcrest-129,2,43,0.046512
tool_web_failure,nebius,hamcrest__PyHamcrest-129,2,25,0.08
