trajectory_id,trail_category,error_id,error_step,trajectory_length,normalized_position,impact,benchmark
6cc6dc35a28bbed6cfd873756094bc16,Tool Output Misinterpretation,misinterpretation_of_tool_output,87.0,137,0.635036,MEDIUM,GAIA
6cc6dc35a28bbed6cfd873756094bc16,Formatting Errors,code_error,87.0,137,0.635036,MEDIUM,GAIA
6cc6dc35a28bbed6cfd873756094bc16,Tool Output Misinterpretation,misinterpretation_of_tool_output,82.0,137,0.59854,MEDIUM,GAIA
6cc6dc35a28bbed6cfd873756094bc16,Tool Output Misinterpretation,misinterpretation_of_tool_output,98.0,137,0.715328,MEDIUM,GAIA
6cc6dc35a28bbed6cfd873756094bc16,Tool Output Misinterpretation,misinterpretation_of_tool_output,101.0,137,0.737226,MEDIUM,GAIA
6cc6dc35a28bbed6cfd873756094bc16,Goal Deviation,orchestration_failure,84.0,137,0.613139,HIGH,GAIA
6cc6dc35a28bbed6cfd873756094bc16,Context Handling Failures,kv_cache_loss,101.0,137,0.737226,MEDIUM,GAIA
6d5b91f06e5a7377d4798be65fe46e97,Instruction Non-compliance,instruction_adherence_failure,7.0,13,0.538462,LOW,GAIA
6d5b91f06e5a7377d4798be65fe46e97,Formatting Errors,code_error,11.0,13,0.846154,LOW,GAIA
6d5b91f06e5a7377d4798be65fe46e97,Tool Selection Errors,orchestration_failure,9.0,13,0.692308,HIGH,GAIA
6d5b91f06e5a7377d4798be65fe46e97,Language-only,hallucination,9.0,13,0.692308,HIGH,GAIA
6d5b91f06e5a7377d4798be65fe46e97,Goal Deviation,orchestration_failure,9.0,13,0.692308,HIGH,GAIA
6e64c2e543327a7c2f2ce3d26ced94d1,Instruction Non-compliance,instruction_adherence_failure,7.0,13,0.538462,LOW,GAIA
6e64c2e543327a7c2f2ce3d26ced94d1,Tool-related,hallucination,11.0,13,0.846154,HIGH,GAIA
6e64c2e543327a7c2f2ce3d26ced94d1,Goal Deviation,orchestration_failure,11.0,13,0.846154,HIGH,GAIA
6f0ede30602ae3fe2ced3f9fabb008a6,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
6f0ede30602ae3fe2ced3f9fabb008a6,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
6f0ede30602ae3fe2ced3f9fabb008a6,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
6f0ede30602ae3fe2ced3f9fabb008a6,Task Orchestration,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
72877db591837666d500b459fb3cf29d,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
72877db591837666d500b459fb3cf29d,Instruction Non-compliance,instruction_adherence_failure,11.0,11,1.0,LOW,GAIA
75121379e11c550f3ca58e17c972266b,Language-only,hallucination,7.0,11,0.636364,HIGH,GAIA
75121379e11c550f3ca58e17c972266b,Formatting Errors,code_error,7.0,11,0.636364,LOW,GAIA
75121379e11c550f3ca58e17c972266b,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
75121379e11c550f3ca58e17c972266b,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
772605f0794b0fa96bc942a8a7736571,Instruction Non-compliance,instruction_adherence_failure,7.0,32,0.21875,LOW,GAIA
772605f0794b0fa96bc942a8a7736571,Instruction Non-compliance,instruction_adherence_failure,12.0,32,0.375,LOW,GAIA
772605f0794b0fa96bc942a8a7736571,Formatting Errors,code_error,23.0,32,0.71875,MEDIUM,GAIA
772605f0794b0fa96bc942a8a7736571,Resource Abuse,resource_abuse,24.0,32,0.75,MEDIUM,GAIA
772605f0794b0fa96bc942a8a7736571,Poor Information Retrieval,misinterpretation_of_tool_output,20.0,32,0.625,MEDIUM,GAIA
772605f0794b0fa96bc942a8a7736571,Tool-related,hallucination,30.0,32,0.9375,HIGH,GAIA
7bf0addde339e4cac9dd3b772232a7e0,Environment Setup Errors,invalid_invocation,9.0,16,0.5625,HIGH,GAIA
7bf0addde339e4cac9dd3b772232a7e0,Task Orchestration,orchestration_failure,9.0,16,0.5625,MEDIUM,GAIA
7bf0addde339e4cac9dd3b772232a7e0,Instruction Non-compliance,instruction_adherence_failure,9.0,16,0.5625,MEDIUM,GAIA
7bf0addde339e4cac9dd3b772232a7e0,Language-only,hallucination,9.0,16,0.5625,HIGH,GAIA
7bf0addde339e4cac9dd3b772232a7e0,Formatting Errors,code_error,12.0,16,0.75,LOW,GAIA
7bf0addde339e4cac9dd3b772232a7e0,Incorrect Problem Identification,orchestration_failure,10.0,16,0.625,MEDIUM,GAIA
7bf0addde339e4cac9dd3b772232a7e0,Timeout Issues,tool_timeout,14.0,16,0.875,HIGH,GAIA
7bf0addde339e4cac9dd3b772232a7e0,Resource Exhaustion,resource_abuse,14.0,16,0.875,HIGH,GAIA
7c98d39b2699d41fa913f8fbe60c04ed,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
7c98d39b2699d41fa913f8fbe60c04ed,Instruction Non-compliance,instruction_adherence_failure,9.0,11,0.818182,HIGH,GAIA
7c98d39b2699d41fa913f8fbe60c04ed,Task Orchestration,orchestration_failure,9.0,11,0.818182,MEDIUM,GAIA
7c98d39b2699d41fa913f8fbe60c04ed,Tool Selection,unknown,9.0,11,0.818182,HIGH,GAIA
7c98d39b2699d41fa913f8fbe60c04ed,Incorrect Problem Identification,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
7c98d39b2699d41fa913f8fbe60c04ed,Instruction Non-compliance,instruction_adherence_failure,11.0,11,1.0,HIGH,GAIA
7ee8e8df6e8cd101d9af8a4a4f6ceedb,Timeout Issues,tool_timeout,11.0,15,0.733333,HIGH,GAIA
7ee8e8df6e8cd101d9af8a4a4f6ceedb,Resource Exhaustion,resource_abuse,11.0,15,0.733333,HIGH,GAIA
7ee8e8df6e8cd101d9af8a4a4f6ceedb,Incorrect Problem Identification,orchestration_failure,11.0,15,0.733333,HIGH,GAIA
85c14ced5177cdad83f1f1f898a1c6c7,Instruction Non-compliance,instruction_adherence_failure,9.0,17,0.529412,MEDIUM,GAIA
85c14ced5177cdad83f1f1f898a1c6c7,Goal Deviation,orchestration_failure,15.0,17,0.882353,HIGH,GAIA
85c14ced5177cdad83f1f1f898a1c6c7,Task Orchestration,orchestration_failure,11.0,17,0.647059,MEDIUM,GAIA
85c14ced5177cdad83f1f1f898a1c6c7,Tool Output Misinterpretation,misinterpretation_of_tool_output,15.0,17,0.882353,HIGH,GAIA
85c14ced5177cdad83f1f1f898a1c6c7,Task Orchestration,orchestration_failure,13.0,17,0.764706,MEDIUM,GAIA
85c14ced5177cdad83f1f1f898a1c6c7,Language-only,hallucination,15.0,17,0.882353,HIGH,GAIA
860f9d45f2e50bfecb190bb26eff1f32,Formatting Errors,code_error,83.0,164,0.506098,HIGH,GAIA
860f9d45f2e50bfecb190bb26eff1f32,Formatting Errors,code_error,86.0,164,0.52439,HIGH,GAIA
860f9d45f2e50bfecb190bb26eff1f32,Formatting Errors,code_error,89.0,164,0.542683,HIGH,GAIA
860f9d45f2e50bfecb190bb26eff1f32,Resource Abuse,resource_abuse,89.0,164,0.542683,MEDIUM,GAIA
860f9d45f2e50bfecb190bb26eff1f32,Goal Deviation,orchestration_failure,103.0,164,0.628049,HIGH,GAIA
860f9d45f2e50bfecb190bb26eff1f32,Tool-related,hallucination,145.0,164,0.884146,HIGH,GAIA
860f9d45f2e50bfecb190bb26eff1f32,Environment Setup Errors,invalid_invocation,148.0,164,0.902439,HIGH,GAIA
860f9d45f2e50bfecb190bb26eff1f32,Resource Not Found,resource_not_found,148.0,164,0.902439,HIGH,GAIA
860f9d45f2e50bfecb190bb26eff1f32,Instruction Non-compliance,instruction_adherence_failure,111.0,164,0.676829,HIGH,GAIA
860f9d45f2e50bfecb190bb26eff1f32,Tool-related,hallucination,136.0,164,0.829268,HIGH,GAIA
876eb108c8650d4ada63a8d39aa1e96c,Goal Deviation,orchestration_failure,9.0,16,0.5625,HIGH,GAIA
876eb108c8650d4ada63a8d39aa1e96c,Task Orchestration,orchestration_failure,9.0,16,0.5625,MEDIUM,GAIA
876eb108c8650d4ada63a8d39aa1e96c,Instruction Non-compliance,instruction_adherence_failure,9.0,16,0.5625,HIGH,GAIA
876eb108c8650d4ada63a8d39aa1e96c,Formatting Errors,code_error,11.0,16,0.6875,LOW,GAIA
876eb108c8650d4ada63a8d39aa1e96c,Context Handling Failure,unknown,11.0,16,0.6875,MEDIUM,GAIA
876eb108c8650d4ada63a8d39aa1e96c,Tool Selection Errors,orchestration_failure,9.0,16,0.5625,HIGH,GAIA
876eb108c8650d4ada63a8d39aa1e96c,Incorrect Problem Identification,orchestration_failure,12.0,16,0.75,MEDIUM,GAIA
876eb108c8650d4ada63a8d39aa1e96c,Formatting Errors,code_error,14.0,16,0.875,LOW,GAIA
876eb108c8650d4ada63a8d39aa1e96c,Incorrect Problem Identification,orchestration_failure,14.0,16,0.875,MEDIUM,GAIA
876eb108c8650d4ada63a8d39aa1e96c,Tool Output Misinterpretation,misinterpretation_of_tool_output,14.0,16,0.875,HIGH,GAIA
88c63c780aba1f23c3c5345aa340d7e2,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
88c63c780aba1f23c3c5345aa340d7e2,Tool-related,hallucination,9.0,11,0.818182,HIGH,GAIA
88e4ce6a659df42a4146331fff36417c,Task Orchestration,orchestration_failure,11.0,17,0.647059,MEDIUM,GAIA
88e4ce6a659df42a4146331fff36417c,Tool-related,hallucination,15.0,17,0.882353,HIGH,GAIA
88e4ce6a659df42a4146331fff36417c,Tool Selection Errors,orchestration_failure,9.0,17,0.529412,HIGH,GAIA
88e4ce6a659df42a4146331fff36417c,Tool Selection Errors,orchestration_failure,11.0,17,0.647059,HIGH,GAIA
88e4ce6a659df42a4146331fff36417c,Tool Selection Errors,orchestration_failure,13.0,17,0.764706,HIGH,GAIA
88e4ce6a659df42a4146331fff36417c,Resource Abuse,resource_abuse,15.0,17,0.882353,HIGH,GAIA
88e4ce6a659df42a4146331fff36417c,Goal Deviation,orchestration_failure,15.0,17,0.882353,HIGH,GAIA
911e853f02d03e976dbf0c16f653ab57,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
911e853f02d03e976dbf0c16f653ab57,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
911e853f02d03e976dbf0c16f653ab57,Goal deviation,unknown,9.0,11,0.818182,HIGH,GAIA
911e853f02d03e976dbf0c16f653ab57,Instruction Non-compliance,instruction_adherence_failure,9.0,11,0.818182,MEDIUM,GAIA
911e853f02d03e976dbf0c16f653ab57,Task Orchestration,orchestration_failure,9.0,11,0.818182,MEDIUM,GAIA
911e853f02d03e976dbf0c16f653ab57,Context Handling Failures,kv_cache_loss,9.0,11,0.818182,HIGH,GAIA
915d2c66879657f694f88e0ed6f02cf5,Formatting Errors,code_error,100.0,156,0.641026,HIGH,GAIA
915d2c66879657f694f88e0ed6f02cf5,Poor Information Retrieval,misinterpretation_of_tool_output,121.0,156,0.775641,HIGH,GAIA
915d2c66879657f694f88e0ed6f02cf5,Formatting Errors,code_error,39.0,156,0.25,MEDIUM,GAIA
915d2c66879657f694f88e0ed6f02cf5,Resource Not Found,resource_not_found,43.0,156,0.275641,HIGH,GAIA
915d2c66879657f694f88e0ed6f02cf5,Resource Not Found,resource_not_found,46.0,156,0.294872,HIGH,GAIA
915d2c66879657f694f88e0ed6f02cf5,Resource Not Found,resource_not_found,57.0,156,0.365385,HIGH,GAIA
915d2c66879657f694f88e0ed6f02cf5,Resource Not Found,resource_not_found,60.0,156,0.384615,HIGH,GAIA
915d2c66879657f694f88e0ed6f02cf5,Instruction Non-compliance,instruction_adherence_failure,68.0,156,0.435897,HIGH,GAIA
915d2c66879657f694f88e0ed6f02cf5,Context Handling Failures,kv_cache_loss,68.0,156,0.435897,HIGH,GAIA
915d2c66879657f694f88e0ed6f02cf5,Resource Abuse,resource_abuse,68.0,156,0.435897,MEDIUM,GAIA
915d2c66879657f694f88e0ed6f02cf5,Context Handling Failures,kv_cache_loss,96.0,156,0.615385,MEDIUM,GAIA
915d2c66879657f694f88e0ed6f02cf5,Poor Information Retrieval,misinterpretation_of_tool_output,66.0,156,0.423077,MEDIUM,GAIA
96be1bf61f2915e52ec59173b9bd9828,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
96be1bf61f2915e52ec59173b9bd9828,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
96be1bf61f2915e52ec59173b9bd9828,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
96be1bf61f2915e52ec59173b9bd9828,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
96be1bf61f2915e52ec59173b9bd9828,Task Orchestration,orchestration_failure,9.0,11,0.818182,MEDIUM,GAIA
99f6b447779ba86b3cff2caede832d59,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
9cd6dc7c0af658a87f603b488950f409,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
9cd6dc7c0af658a87f603b488950f409,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
9cd6dc7c0af658a87f603b488950f409,Tool-related,hallucination,9.0,11,0.818182,HIGH,GAIA
9e67afe0ff4eca1558073c2e5cfbf876,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
9e67afe0ff4eca1558073c2e5cfbf876,Instruction Non-compliance,instruction_adherence_failure,9.0,11,0.818182,MEDIUM,GAIA
9e67afe0ff4eca1558073c2e5cfbf876,Tool-related,hallucination,9.0,11,0.818182,HIGH,GAIA
9e67afe0ff4eca1558073c2e5cfbf876,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
9ec7d4a8ab8c74ab56361ef29d1b1660,Formatting Errors,code_error,7.0,11,0.636364,LOW,GAIA
9ec7d4a8ab8c74ab56361ef29d1b1660,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
9ec7d4a8ab8c74ab56361ef29d1b1660,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
9ec7d4a8ab8c74ab56361ef29d1b1660,Instruction Non-compliance,instruction_adherence_failure,9.0,11,0.818182,MEDIUM,GAIA
9ec7d4a8ab8c74ab56361ef29d1b1660,Task Orchestration,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
9ec7d4a8ab8c74ab56361ef29d1b1660,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
a041b8d88e3fedcc7d387da328f8a3b4,Tool-related,hallucination,13.0,15,0.866667,HIGH,GAIA
a041b8d88e3fedcc7d387da328f8a3b4,Tool Selection Errors,orchestration_failure,9.0,15,0.6,HIGH,GAIA
a041b8d88e3fedcc7d387da328f8a3b4,Instruction Non-compliance,instruction_adherence_failure,11.0,15,0.733333,HIGH,GAIA
a041b8d88e3fedcc7d387da328f8a3b4,Goal Deviation,orchestration_failure,13.0,15,0.866667,HIGH,GAIA
a32806e19bac45a34d3712ccc433ec9d,Formatting Errors,code_error,20.0,41,0.487805,LOW,GAIA
a32806e19bac45a34d3712ccc433ec9d,Instruction Non-compliance,instruction_adherence_failure,20.0,41,0.487805,LOW,GAIA
a32806e19bac45a34d3712ccc433ec9d,Formatting Errors,code_error,34.0,41,0.829268,LOW,GAIA
a32806e19bac45a34d3712ccc433ec9d,Language-only,hallucination,39.0,41,0.95122,HIGH,GAIA
a32806e19bac45a34d3712ccc433ec9d,Goal Deviation,orchestration_failure,39.0,41,0.95122,HIGH,GAIA
a4af6c6d200e6d19d7f24e1d1d688188,Tool Selection Errors,orchestration_failure,9.0,13,0.692308,HIGH,GAIA
a4af6c6d200e6d19d7f24e1d1d688188,Language-only,hallucination,11.0,13,0.846154,HIGH,GAIA
a4af6c6d200e6d19d7f24e1d1d688188,Goal Deviation,orchestration_failure,11.0,13,0.846154,HIGH,GAIA
a5c2947f441d65edf60131463fb79999,Formatting Errors,code_error,31.0,63,0.492063,LOW,GAIA
a5c2947f441d65edf60131463fb79999,Formatting Errors,code_error,34.0,63,0.539683,LOW,GAIA
a5c2947f441d65edf60131463fb79999,Resource Abuse,resource_abuse,49.0,63,0.777778,MEDIUM,GAIA
a5c2947f441d65edf60131463fb79999,Formatting Errors,code_error,37.0,63,0.587302,LOW,GAIA
a5c2947f441d65edf60131463fb79999,Tool-related,hallucination,49.0,63,0.777778,HIGH,GAIA
a5c2947f441d65edf60131463fb79999,Formatting Errors,code_error,51.0,63,0.809524,LOW,GAIA
a5c2947f441d65edf60131463fb79999,Context Handling Failures,kv_cache_loss,51.0,63,0.809524,HIGH,GAIA
a5c2947f441d65edf60131463fb79999,Tool-related,hallucination,61.0,63,0.968254,HIGH,GAIA
a7017f40866dd77c6c0c0e98bad17f69,Task Orchestration,orchestration_failure,9.0,13,0.692308,MEDIUM,GAIA
a7017f40866dd77c6c0c0e98bad17f69,Tool-related,hallucination,11.0,13,0.846154,HIGH,GAIA
a7017f40866dd77c6c0c0e98bad17f69,Goal Deviation,orchestration_failure,11.0,13,0.846154,HIGH,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Context Handling Failures,kv_cache_loss,28.0,85,0.329412,HIGH,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Task Orchestration,orchestration_failure,65.0,85,0.764706,MEDIUM,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Service Errors,system_failure,74.0,85,0.870588,MEDIUM,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Formatting Errors,code_error,20.0,85,0.235294,HIGH,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Formatting Errors,code_error,23.0,85,0.270588,HIGH,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Formatting Errors,code_error,31.0,85,0.364706,HIGH,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Formatting Errors,code_error,34.0,85,0.4,HIGH,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Formatting Errors,code_error,37.0,85,0.435294,HIGH,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Context Handling Failures,kv_cache_loss,37.0,85,0.435294,HIGH,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Poor Information Retrieval,misinterpretation_of_tool_output,79.0,85,0.929412,LOW,GAIA
a99faf782e8ad4d5f1ccdfcb7e143b9a,Task Orchestration,orchestration_failure,81.0,85,0.952941,MEDIUM,GAIA
aa76e85e274bb7187a186c5ed9c90b43,Instruction Non-compliance,instruction_adherence_failure,7.0,13,0.538462,LOW,GAIA
ae345023ab5e1c09d49c2b2c6e311877,Instruction Non-compliance,instruction_adherence_failure,9.0,11,0.818182,MEDIUM,GAIA
ae345023ab5e1c09d49c2b2c6e311877,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
ae345023ab5e1c09d49c2b2c6e311877,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
ae345023ab5e1c09d49c2b2c6e311877,Tool Selection Errors,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
b159cbc7eb989d874a0337cbee8a373c,Environment Setup Errors,invalid_invocation,12.0,34,0.352941,LOW,GAIA
b159cbc7eb989d874a0337cbee8a373c,Incorrect Problem Identification,orchestration_failure,12.0,34,0.352941,MEDIUM,GAIA
b159cbc7eb989d874a0337cbee8a373c,Formatting Errors,code_error,20.0,34,0.588235,LOW,GAIA
b159cbc7eb989d874a0337cbee8a373c,Incorrect Problem Identification,orchestration_failure,22.0,34,0.647059,MEDIUM,GAIA
b159cbc7eb989d874a0337cbee8a373c,Formatting Errors,code_error,30.0,34,0.882353,LOW,GAIA
b159cbc7eb989d874a0337cbee8a373c,Tool Output Misinterpretation,misinterpretation_of_tool_output,32.0,34,0.941176,HIGH,GAIA
b159cbc7eb989d874a0337cbee8a373c,Resource Abuse,resource_abuse,28.0,34,0.823529,MEDIUM,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Formatting Errors,code_error,17.0,62,0.274194,LOW,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Resource Abuse,resource_abuse,21.0,62,0.33871,MEDIUM,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Poor Information Retrieval,misinterpretation_of_tool_output,21.0,62,0.33871,MEDIUM,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Instruction Non-compliance,instruction_adherence_failure,29.0,62,0.467742,MEDIUM,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Tool-related,hallucination,38.0,62,0.612903,HIGH,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Formatting Errors,code_error,45.0,62,0.725806,LOW,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Resource Abuse,resource_abuse,46.0,62,0.741935,MEDIUM,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Formatting Errors,code_error,48.0,62,0.774194,LOW,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Resource Abuse,resource_abuse,49.0,62,0.790323,MEDIUM,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Formatting Errors,code_error,51.0,62,0.822581,LOW,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Resource Abuse,resource_abuse,52.0,62,0.83871,MEDIUM,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Incorrect Problem Identification,orchestration_failure,58.0,62,0.935484,MEDIUM,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Formatting Errors,code_error,60.0,62,0.967742,LOW,GAIA
b1f9b9baefa4c69d1d848e35c130e29d,Language-only,hallucination,60.0,62,0.967742,HIGH,GAIA
b241cb7deedf9646f01fa15095ed96d2,Context Handling Failures,kv_cache_loss,42.0,178,0.235955,HIGH,GAIA
b241cb7deedf9646f01fa15095ed96d2,Formatting Errors,code_error,121.0,178,0.679775,LOW,GAIA
b241cb7deedf9646f01fa15095ed96d2,Formatting Errors,code_error,124.0,178,0.696629,LOW,GAIA
b241cb7deedf9646f01fa15095ed96d2,Formatting Errors,code_error,129.0,178,0.724719,LOW,GAIA
b241cb7deedf9646f01fa15095ed96d2,Formatting Errors,code_error,132.0,178,0.741573,LOW,GAIA
b241cb7deedf9646f01fa15095ed96d2,Tool Selection Errors,orchestration_failure,42.0,178,0.235955,HIGH,GAIA
b241cb7deedf9646f01fa15095ed96d2,Goal Deviation,orchestration_failure,37.0,178,0.207865,HIGH,GAIA
b241cb7deedf9646f01fa15095ed96d2,Poor Information Retrieval,misinterpretation_of_tool_output,37.0,178,0.207865,HIGH,GAIA
b241cb7deedf9646f01fa15095ed96d2,Tool Selection Errors,orchestration_failure,37.0,178,0.207865,HIGH,GAIA
b5576ffca7ad7cce0fc34b5aad7fc543,Goal Deviation,orchestration_failure,37.0,37,1.0,HIGH,GAIA
b5576ffca7ad7cce0fc34b5aad7fc543,Tool-related,hallucination,9.0,37,0.243243,HIGH,GAIA
b5576ffca7ad7cce0fc34b5aad7fc543,Goal Deviation,orchestration_failure,9.0,37,0.243243,HIGH,GAIA
b5576ffca7ad7cce0fc34b5aad7fc543,Environment Setup Errors,invalid_invocation,12.0,37,0.324324,HIGH,GAIA
b5576ffca7ad7cce0fc34b5aad7fc543,Resource Abuse,resource_abuse,15.0,37,0.405405,HIGH,GAIA
b5576ffca7ad7cce0fc34b5aad7fc543,Poor Information Retrieval,misinterpretation_of_tool_output,23.0,37,0.621622,MEDIUM,GAIA
b69bcf49516121f03e5809cbd776c21f,Task Orchestration,orchestration_failure,89.0,95,0.936842,MEDIUM,GAIA
b69bcf49516121f03e5809cbd776c21f,Language-only,hallucination,91.0,95,0.957895,HIGH,GAIA
b69bcf49516121f03e5809cbd776c21f,Context Handling Failures,kv_cache_loss,83.0,95,0.873684,MEDIUM,GAIA
b7f8fcd484777f9d330f24a2ff30dd25,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
b810534e7915119254ea6977a72493ae,Formatting Errors,code_error,7.0,13,0.538462,LOW,GAIA
b810534e7915119254ea6977a72493ae,Language-only,hallucination,9.0,13,0.692308,HIGH,GAIA
b810534e7915119254ea6977a72493ae,Tool Selection Errors,orchestration_failure,9.0,13,0.692308,HIGH,GAIA
b810534e7915119254ea6977a72493ae,Task Orchestration,orchestration_failure,9.0,13,0.692308,MEDIUM,GAIA
b93b2145c5e2022c56bc2a50d5e94d8a,Instruction Non-compliance,instruction_adherence_failure,35.0,37,0.945946,MEDIUM,GAIA
b93b2145c5e2022c56bc2a50d5e94d8a,Poor Information Retrieval,misinterpretation_of_tool_output,35.0,37,0.945946,HIGH,GAIA
b93b2145c5e2022c56bc2a50d5e94d8a,Instruction Non-compliance,instruction_adherence_failure,37.0,37,1.0,HIGH,GAIA
b93b2145c5e2022c56bc2a50d5e94d8a,Resource Abuse,resource_abuse,20.0,37,0.540541,MEDIUM,GAIA
b93b2145c5e2022c56bc2a50d5e94d8a,Tool Selection Errors,orchestration_failure,23.0,37,0.621622,LOW,GAIA
b93b2145c5e2022c56bc2a50d5e94d8a,Task Orchestration,orchestration_failure,26.0,37,0.702703,MEDIUM,GAIA
bc9c8f8dc13a51d0cd6762bd325ab17e,Poor Information Retrieval,misinterpretation_of_tool_output,21.0,46,0.456522,MEDIUM,GAIA
bc9c8f8dc13a51d0cd6762bd325ab17e,Resource Abuse,resource_abuse,21.0,46,0.456522,MEDIUM,GAIA
bc9c8f8dc13a51d0cd6762bd325ab17e,Formatting Errors,code_error,31.0,46,0.673913,LOW,GAIA
bc9c8f8dc13a51d0cd6762bd325ab17e,Poor Information Retrieval,misinterpretation_of_tool_output,38.0,46,0.826087,MEDIUM,GAIA
bc9c8f8dc13a51d0cd6762bd325ab17e,Resource Abuse,resource_abuse,38.0,46,0.826087,MEDIUM,GAIA
bc9c8f8dc13a51d0cd6762bd325ab17e,Formatting Errors,code_error,37.0,46,0.804348,LOW,GAIA
bcaad76af172d10d2c7e4c257bf20d27,Instruction Non-compliance,instruction_adherence_failure,7.0,11,0.636364,LOW,GAIA
bcaad76af172d10d2c7e4c257bf20d27,Language-only,hallucination,9.0,11,0.818182,HIGH,GAIA
bcaad76af172d10d2c7e4c257bf20d27,Task Orchestration,orchestration_failure,9.0,11,0.818182,MEDIUM,GAIA
bcaad76af172d10d2c7e4c257bf20d27,Goal Deviation,orchestration_failure,9.0,11,0.818182,HIGH,GAIA
c60ad8608dd94271a6c6805eedfa26a8,Formatting Errors,code_error,39.0,74,0.527027,HIGH,GAIA
c60ad8608dd94271a6c6805eedfa26a8,Tool Selection Errors,orchestration_failure,40.0,74,0.540541,HIGH,GAIA
c60ad8608dd94271a6c6805eedfa26a8,Resource Abuse,resource_abuse,40.0,74,0.540541,HIGH,GAIA
c60ad8608dd94271a6c6805eedfa26a8,Authentication Errors,tool_web_failure,63.0,74,0.851351,MEDIUM,GAIA
c60ad8608dd94271a6c6805eedfa26a8,Formatting Errors,code_error,20.0,74,0.27027,HIGH,GAIA
cac8b6b2d84841d9a5177e399f0595b4,Task Orchestration,orchestration_failure,12.0,32,0.375,MEDIUM,GAIA
cac8b6b2d84841d9a5177e399f0595b4,Poor Information Retrieval,misinterpretation_of_tool_output,24.0,32,0.75,MEDIUM,GAIA
cac8b6b2d84841d9a5177e399f0595b4,Resource Abuse,resource_abuse,24.0,32,0.75,MEDIUM,GAIA
cac8b6b2d84841d9a5177e399f0595b4,Poor Information Retrieval,misinterpretation_of_tool_output,23.0,32,0.71875,LOW,GAIA
cac8b6b2d84841d9a5177e399f0595b4,Tool Output Misinterpretation,misinterpretation_of_tool_output,28.0,32,0.875,HIGH,GAIA
cac8b6b2d84841d9a5177e399f0595b4,Goal Deviation,orchestration_failure,30.0,32,0.9375,HIGH,GAIA
