Time,Input Tokens,Output Tokens,Cache Read Tokens,Cache Creation Tokens
2026-03-23 21:14:16.967297+08:00,99488,428,0,0
2026-03-23 21:14:06.586250+08:00,0,1548,90683,0
2026-03-23 21:13:38.187697+08:00,513,841,23285,18697
2026-03-23 21:13:23.338285+08:00,0,148,34249,8033
2026-03-23 21:10:34.407191+08:00,85818,829,0,0
2026-03-23 21:10:24.406648+08:00,64045,325,0,0
2026-03-23 21:10:15.920245+08:00,2385,179,0,0
2026-03-23 20:23:01.025292+08:00,257551,2116,0,0
2026-03-23 20:15:37.430649+08:00,253131,789,0,0
2026-03-23 20:13:32.896215+08:00,68460,671,0,0
2026-03-23 19:53:40.177998+08:00,67730,364,0,0
2026-03-23 19:47:15.432509+08:00,66163,927,0,0
2026-03-23 19:47:06.439785+08:00,65812,44,0,0
2026-03-23 19:46:56.990954+08:00,65476,23,0,0
2026-03-23 19:46:46.109851+08:00,64871,162,0,0
2026-03-23 19:21:08.540574+08:00,64031,437,0,0
2026-03-23 19:20:20.510902+08:00,63340,336,0,0
2026-03-23 19:19:24.053363+08:00,62500,426,0,0
2026-03-23 19:19:15.628991+08:00,61722,80,0,0
2026-03-23 19:13:14.537944+08:00,107084,0,0,0
2026-03-23 19:10:58.501300+08:00,106159,381,0,0
2026-03-23 19:10:02.903389+08:00,104881,241,0,0
2026-03-23 19:09:34.809896+08:00,103885,303,0,0
2026-03-23 19:09:07.881760+08:00,103266,0,0,0
2026-03-23 19:08:51.782258+08:00,98446,562,0,0
2026-03-23 19:08:28.938465+08:00,93921,1854,0,0
2026-03-23 19:07:46.262048+08:00,90843,36,0,0
2026-03-23 19:07:11.260368+08:00,90056,283,0,0
2026-03-23 19:06:49.547440+08:00,89094,291,0,0
2026-03-23 19:06:32.609759+08:00,88450,38,0,0
2026-03-23 19:06:17.933186+08:00,88357,0,0,0
2026-03-23 19:06:04.575954+08:00,87658,204,0,0
2026-03-23 19:05:45.835832+08:00,86876,208,0,0
2026-03-23 19:05:32.478683+08:00,86062,46,0,0
2026-03-23 19:05:18.687560+08:00,85171,34,0,0
2026-03-23 19:05:05.670460+08:00,84830,35,0,0
2026-03-23 19:04:20.170614+08:00,78372,31,0,0
2026-03-23 19:03:23.170735+08:00,77704,224,0,0
2026-03-23 19:02:04.270519+08:00,77117,193,0,0
2026-03-23 19:01:43.473153+08:00,76748,34,0,0
2026-03-23 19:01:14.629784+08:00,76433,20,0,0
2026-03-23 19:00:41.881100+08:00,75402,71,0,0
2026-03-23 18:59:57.806075+08:00,74260,54,0,0
2026-03-23 18:59:48.341706+08:00,202947,3302,0,0
2026-03-23 18:59:23.952502+08:00,150768,34,0,0
2026-03-23 18:56:27.230703+08:00,150416,30,0,0
2026-03-23 18:53:23.695485+08:00,149431,122,0,0
2026-03-23 18:45:49.624621+08:00,145239,234,0,0
2026-03-23 18:45:41.227858+08:00,137817,1015,0,0
2026-03-23 18:44:50.130153+08:00,111855,105,0,0
2026-03-23 18:44:41.383383+08:00,75369,179,0,0
2026-03-23 18:44:22.979837+08:00,176672,3898,0,0
2026-03-23 18:43:57.916673+08:00,35478,972,0,0
2026-03-23 18:43:42.819865+08:00,166994,13,0,0
2026-03-23 18:43:33.222052+08:00,34814,338,0,0
2026-03-23 18:43:17.066196+08:00,165102,636,0,0
2026-03-23 18:42:59.550773+08:00,34170,605,0,0
2026-03-23 18:42:52.935622+08:00,157725,1411,0,0
2026-03-23 18:41:55.314629+08:00,156952,222,0,0
2026-03-23 18:41:44.438017+08:00,154406,21,0,0
2026-03-23 18:41:21.514506+08:00,150679,20,0,0
2026-03-23 18:41:13.782062+08:00,143143,264,0,0
2026-03-23 18:40:34.769676+08:00,125781,29,0,0
2026-03-23 18:40:23.934267+08:00,78790,114,0,0
2026-03-23 18:40:14.638663+08:00,77757,55,0,0
2026-03-23 18:40:08.251267+08:00,73272,130,0,0
2026-03-23 18:40:01.302378+08:00,67721,27,0,0
2026-03-23 18:39:49.033211+08:00,67110,65,0,0
2026-03-23 18:39:40.586340+08:00,230022,3280,0,0
2026-03-23 18:39:21.413060+08:00,222870,123,0,0
2026-03-23 18:35:53.268764+08:00,85901,571,0,0
2026-03-23 18:35:46.612637+08:00,84755,107,0,0
2026-03-23 18:34:27.987934+08:00,82385,300,0,0
2026-03-23 18:34:19.253036+08:00,77136,136,0,0
2026-03-23 18:34:11.183093+08:00,75841,84,0,0
2026-03-23 18:33:58.211895+08:00,75031,64,0,0
2026-03-23 18:33:48.942636+08:00,73227,46,0,0
2026-03-23 18:33:42.015901+08:00,71366,586,0,0
2026-03-23 18:33:22.827195+08:00,65637,135,0,0
2026-03-23 18:33:10.998434+08:00,197526,4057,0,0
2026-03-23 18:32:34.148939+08:00,193434,18,0,0
2026-03-23 18:32:19.416775+08:00,141756,389,0,0
2026-03-23 18:29:03.428204+08:00,140328,33,0,0
2026-03-23 18:28:55.940568+08:00,137879,1287,0,0
2026-03-23 18:28:40.913269+08:00,120567,23,0,0
2026-03-23 18:28:32.398104+08:00,72547,745,0,0
2026-03-23 18:28:04.731259+08:00,68627,130,0,0
2026-03-23 18:27:54.521410+08:00,182955,5292,0,0
2026-03-23 18:27:02.217606+08:00,167953,31,0,0
2026-03-23 18:26:55.511853+08:00,145830,1008,0,0
2026-03-23 18:26:38.941448+08:00,30044,726,0,0
2026-03-23 18:26:26.952505+08:00,143299,35,0,0
2026-03-23 18:26:11.508846+08:00,29419,491,0,0
2026-03-23 18:25:59.965712+08:00,142925,36,0,0
2026-03-23 18:25:45.582399+08:00,29341,570,0,0
2026-03-23 18:25:38.366074+08:00,141593,29,0,0
2026-03-23 18:25:30.765777+08:00,29247,1181,0,0
2026-03-23 18:25:15.368433+08:00,128869,466,0,0
2026-03-23 18:25:00.260530+08:00,111900,47,0,0
2026-03-23 18:24:50.390301+08:00,87077,416,0,0
2026-03-23 18:24:39.297224+08:00,68522,43,0,0
2026-03-23 18:23:25.745641+08:00,67972,96,0,0
2026-03-23 18:23:01.074932+08:00,175797,3485,0,0
2026-03-23 18:22:10.607332+08:00,167717,957,0,0
2026-03-23 18:21:30.219941+08:00,149269,575,0,0
2026-03-23 18:21:13.664831+08:00,82464,488,0,0
2026-03-23 18:19:38.992222+08:00,207222,3985,0,0
2026-03-23 18:19:33.000241+08:00,207222,2717,0,0
2026-03-23 18:18:55.541369+08:00,190457,3895,0,0
2026-03-23 18:18:23.999272+08:00,186009,280,0,0
2026-03-23 18:14:58.478000+08:00,268,380,104157,2131
2026-03-23 18:14:43.818996+08:00,22699,80,79280,2081
2026-03-23 18:14:36.454926+08:00,0,79,34461,44722
2026-03-23 18:14:28.287603+08:00,0,73,34992,656
2026-03-23 18:14:20.809130+08:00,6607,56,27449,696
2026-03-23 18:14:18.275593+08:00,473,20,0,0
2026-03-23 17:45:43.350760+08:00,123400,92,0,0
2026-03-23 17:42:35.830098+08:00,121818,865,0,0
2026-03-23 17:42:24.326158+08:00,117886,319,0,0
2026-03-23 17:42:06.734642+08:00,117337,23,0,0
2026-03-23 17:41:58.364280+08:00,116957,12,0,0
2026-03-23 17:41:51.227314+08:00,115896,31,0,0
2026-03-23 17:41:43.502350+08:00,115451,16,0,0
2026-03-23 17:41:32.838237+08:00,115073,11,0,0
2026-03-23 17:41:25.650033+08:00,114675,27,0,0
2026-03-23 17:41:14.399215+08:00,113893,48,0,0
2026-03-23 17:41:07.143332+08:00,112862,36,0,0
2026-03-23 17:40:53.209579+08:00,112227,9,0,0
2026-03-23 17:40:45.893674+08:00,109199,12,0,0
2026-03-23 17:40:16.761243+08:00,108293,277,0,0
2026-03-23 17:39:54.350963+08:00,103917,24,0,0
2026-03-23 17:39:48.457430+08:00,103438,80,0,0
2026-03-23 17:39:39.796098+08:00,101382,10,0,0
2026-03-23 17:39:21.060980+08:00,100858,29,0,0
2026-03-23 17:39:14.758432+08:00,100492,6,0,0
2026-03-23 17:39:04.861616+08:00,98614,9,0,0
2026-03-23 17:38:46.567520+08:00,97853,179,0,0
2026-03-23 17:38:40.153150+08:00,97212,14,0,0
2026-03-23 17:38:32.527802+08:00,95483,28,0,0
2026-03-23 17:38:18.757606+08:00,94794,123,0,0
2026-03-23 17:38:07.227345+08:00,91632,17,0,0
2026-03-23 17:37:59.478800+08:00,87817,26,0,0
2026-03-23 17:37:52.886519+08:00,85624,41,0,0
2026-03-23 17:37:44.765557+08:00,84501,98,0,0
2026-03-23 17:37:31.114623+08:00,84113,16,0,0
2026-03-23 17:37:03.521828+08:00,82193,160,0,0
2026-03-23 17:36:39.581697+08:00,79891,53,0,0
2026-03-23 17:36:23.942298+08:00,79483,28,0,0
2026-03-23 17:36:17.383882+08:00,78856,197,0,0
2026-03-23 17:36:08.813585+08:00,78487,36,0,0
2026-03-23 17:36:01.094851+08:00,78118,29,0,0
2026-03-23 17:35:51.615437+08:00,77748,24,0,0
2026-03-23 17:35:44.656119+08:00,77406,20,0,0
2026-03-23 17:35:36.636052+08:00,76621,42,0,0
2026-03-23 17:35:30.239441+08:00,76248,11,0,0
2026-03-23 17:33:39.654647+08:00,74835,31,0,0
2026-03-23 17:33:31.022443+08:00,74349,36,0,0
2026-03-23 17:33:04.266140+08:00,73680,117,0,0
2026-03-23 17:32:57.180964+08:00,73269,32,0,0
2026-03-23 17:32:50.960540+08:00,72139,272,0,0
2026-03-23 17:32:39.259408+08:00,71238,50,0,0
2026-03-23 17:31:59.550122+08:00,70945,14,0,0
2026-03-23 17:31:49.426666+08:00,70243,53,0,0
2026-03-23 17:31:25.599246+08:00,69244,28,0,0
2026-03-23 17:31:18.740984+08:00,68349,33,0,0
2026-03-23 17:31:08.842883+08:00,67471,20,0,0
2026-03-23 17:27:08.210400+08:00,67118,53,0,0
2026-03-23 17:26:32.485143+08:00,65951,397,0,0
2026-03-23 17:26:31.080953+08:00,65845,11,0,0
2026-03-23 17:26:20.046149+08:00,23595,374,0,0
2026-03-23 17:26:12.932481+08:00,65540,22,0,0
2026-03-23 17:26:07.065999+08:00,23549,637,0,0
2026-03-23 17:26:00.056092+08:00,65159,25,0,0
2026-03-23 17:25:52.218045+08:00,23428,435,0,0
2026-03-23 17:25:34.781231+08:00,64848,22,0,0
2026-03-23 17:25:28.302960+08:00,23382,106,0,0
2026-03-23 17:25:22.853128+08:00,63383,230,0,0
2026-03-23 17:25:11.629778+08:00,176247,5018,0,0
2026-03-23 17:24:19.533021+08:00,46015,1028,0,0
2026-03-23 17:24:02.319235+08:00,172356,36,0,0
2026-03-23 17:23:54.434711+08:00,45869,630,0,0
2026-03-23 17:23:43.309013+08:00,171874,46,0,0
2026-03-23 17:23:33.904331+08:00,45729,2131,0,0
2026-03-23 17:23:06.737271+08:00,171523,36,0,0
2026-03-23 17:22:59.723338+08:00,45656,658,0,0
2026-03-23 17:22:48.548487+08:00,170605,71,0,0
2026-03-23 17:22:21.730108+08:00,45067,439,0,0
2026-03-23 17:22:12.226342+08:00,170291,14,0,0
2026-03-23 17:22:00.192449+08:00,44995,286,0,0
2026-03-23 17:21:53.946023+08:00,169709,108,0,0
2026-03-23 17:21:43.468051+08:00,44814,609,0,0
2026-03-23 17:21:28.592939+08:00,168779,257,0,0
2026-03-23 17:21:18.040109+08:00,44787,301,0,0
2026-03-23 17:21:11.958665+08:00,167445,37,0,0
2026-03-23 17:20:51.832944+08:00,43731,501,0,0
2026-03-23 17:20:43.871989+08:00,166961,35,0,0
2026-03-23 17:20:37.146310+08:00,166099,49,0,0
2026-03-23 17:20:25.092566+08:00,165565,138,0,0
2026-03-23 17:20:13.566559+08:00,42984,263,0,0
2026-03-23 17:20:00.533814+08:00,163983,179,0,0
2026-03-23 17:19:43.390704+08:00,158343,199,0,0
2026-03-23 17:19:31.269113+08:00,42105,281,0,0
2026-03-23 17:19:24.630022+08:00,157918,64,0,0
2026-03-23 17:19:16.144250+08:00,42003,819,0,0
2026-03-23 17:18:53.788958+08:00,157346,44,0,0
2026-03-23 17:18:44.363327+08:00,41725,883,0,0
2026-03-23 17:18:29.154924+08:00,156185,125,0,0
2026-03-23 17:18:18.510868+08:00,41411,808,0,0
2026-03-23 17:18:02.126678+08:00,155715,27,0,0
2026-03-23 17:17:55.993788+08:00,41213,270,0,0
2026-03-23 17:17:48.101786+08:00,155148,9,0,0
2026-03-23 17:17:37.458218+08:00,40923,675,0,0
2026-03-23 17:17:24.872839+08:00,40889,438,0,0
2026-03-23 17:16:59.955412+08:00,154280,54,0,0
2026-03-23 17:16:48.160566+08:00,40335,301,0,0
2026-03-23 17:16:41.850014+08:00,153860,23,0,0
2026-03-23 17:16:33.614850+08:00,40182,728,0,0
2026-03-23 17:16:25.491981+08:00,153292,9,0,0
2026-03-23 17:16:19.013828+08:00,39858,876,0,0
2026-03-23 17:16:00.451990+08:00,152657,110,0,0
2026-03-23 17:15:53.505843+08:00,39633,388,0,0
2026-03-23 17:15:45.061337+08:00,152150,39,0,0
2026-03-23 17:15:38.589744+08:00,39413,375,0,0
2026-03-23 17:15:24.745711+08:00,151562,24,0,0
2026-03-23 17:15:11.629847+08:00,39090,504,0,0
2026-03-23 17:15:04.525627+08:00,150704,32,0,0
2026-03-23 17:14:55.205335+08:00,38782,468,0,0
2026-03-23 17:14:46.668946+08:00,150083,122,0,0
2026-03-23 17:14:38.566382+08:00,38574,992,0,0
2026-03-23 17:14:22.234785+08:00,149516,9,0,0
2026-03-23 17:14:09.982125+08:00,38250,874,0,0
2026-03-23 17:14:02.669894+08:00,148890,51,0,0
2026-03-23 17:13:37.442097+08:00,37930,1008,0,0
2026-03-23 17:13:29.370504+08:00,148416,36,0,0
2026-03-23 17:13:19.932311+08:00,37742,510,0,0
2026-03-23 17:13:12.577562+08:00,147784,50,0,0
2026-03-23 17:12:57.890862+08:00,37419,686,0,0
2026-03-23 17:12:49.351875+08:00,147243,51,0,0
2026-03-23 17:12:38.878357+08:00,37184,690,0,0
2026-03-23 17:12:22.629525+08:00,146613,70,0,0
2026-03-23 17:12:15.763714+08:00,36980,717,0,0
2026-03-23 17:12:07.286963+08:00,36947,532,0,0
2026-03-23 17:11:55.041644+08:00,146027,20,0,0
2026-03-23 17:11:42.897917+08:00,36623,754,0,0
2026-03-23 17:11:29.349397+08:00,145749,20,0,0
2026-03-23 17:11:22.448690+08:00,36593,1160,0,0
2026-03-23 17:11:00.597964+08:00,145095,34,0,0
2026-03-23 17:10:52.775633+08:00,36495,467,0,0
2026-03-23 17:10:40.199625+08:00,144636,96,0,0
2026-03-23 17:10:23.816597+08:00,36413,359,0,0
2026-03-23 17:10:14.920683+08:00,144070,46,0,0
2026-03-23 17:10:06.305147+08:00,36153,635,0,0
2026-03-23 17:09:52.603963+08:00,143501,9,0,0
2026-03-23 17:09:38.540707+08:00,35829,215,0,0
2026-03-23 17:09:30.478570+08:00,142628,216,0,0
2026-03-23 17:09:21.198435+08:00,35537,246,0,0
2026-03-23 17:09:13.490945+08:00,141856,139,0,0
2026-03-23 17:08:49.544685+08:00,140580,192,0,0
2026-03-23 17:08:37.983838+08:00,35214,640,0,0
2026-03-23 17:08:29.539172+08:00,140155,41,0,0
2026-03-23 17:08:21.747651+08:00,35074,1288,0,0
2026-03-23 17:08:13.092070+08:00,139409,28,0,0
2026-03-23 17:07:51.042727+08:00,34887,778,0,0
2026-03-23 17:07:36.431066+08:00,139064,25,0,0
2026-03-23 17:07:26.484284+08:00,34808,492,0,0
2026-03-23 17:07:20.345694+08:00,138255,343,0,0
2026-03-23 17:07:04.438874+08:00,34766,374,0,0
2026-03-23 17:06:54.449545+08:00,137931,11,0,0
2026-03-23 17:06:31.533794+08:00,34692,450,0,0
2026-03-23 17:06:25.178198+08:00,137264,64,0,0
2026-03-23 17:05:31.224364+08:00,34364,594,0,0
2026-03-23 17:05:19.857996+08:00,136880,49,0,0
2026-03-23 17:05:08.234733+08:00,34291,528,0,0
2026-03-23 17:04:56.419694+08:00,0,380,92633,1285
2026-03-23 17:03:33.599321+08:00,0,380,92538,95
2026-03-23 17:03:23.642027+08:00,0,33,91500,1038
2026-03-23 17:02:01.322879+08:00,0,380,91293,222
2026-03-23 17:01:54.535252+08:00,0,42,90935,358
2026-03-23 17:00:34.716501+08:00,0,75,89689,1247
2026-03-23 17:00:28.576745+08:00,0,380,89467,222
2026-03-23 17:00:22.388250+08:00,0,57,89420,47
2026-03-23 17:00:16.885280+08:00,0,25,88405,1015
2026-03-23 16:58:56.025004+08:00,0,380,87324,1081
2026-03-23 16:57:16.440532+08:00,0,380,86596,728
2026-03-23 16:57:05.339950+08:00,0,380,86149,447
2026-03-23 16:56:49.994989+08:00,0,127,84444,1704
2026-03-23 16:56:27.399725+08:00,0,263,85640,417
2026-03-23 15:42:49.689604+08:00,30,1,78992,217
2026-03-23 15:41:12.106419+08:00,30,58,78741,251
2026-03-23 15:39:34.077781+08:00,77,27,78457,284
2026-03-23 15:37:58.399352+08:00,77,125,78250,207
2026-03-23 15:37:52.498152+08:00,77,50,77897,353
2026-03-23 15:36:13.430356+08:00,29,93,77633,264
2026-03-23 15:34:33.524395+08:00,76,42,0,77633
2026-03-23 15:34:01.391899+08:00,35,39,82064,1847
2026-03-23 15:33:56.350881+08:00,35,2273,0,82064
2026-03-23 15:33:30.918931+08:00,35,56,0,81873
2026-03-23 15:33:16.400076+08:00,35,56,81626,208
2026-03-23 15:32:53.928298+08:00,76,134,77181,152
2026-03-23 15:32:04.645623+08:00,82,125,81138,488
2026-03-23 15:31:58.994525+08:00,82,180,0,81138
2026-03-23 15:31:54.131578+08:00,82,760,0,79840
2026-03-23 15:31:44.635522+08:00,82,416,56149,23148
2026-03-23 15:31:37.215069+08:00,82,86,33024,23125
2026-03-23 15:31:31.232316+08:00,82,71,0,33024
2026-03-23 15:31:26.925014+08:00,82,435,0,191556
2026-03-23 15:31:15.346164+08:00,82,64,137092,29983
2026-03-23 15:31:12.746203+08:00,62,1,77141,40
2026-03-23 15:31:07.394464+08:00,82,64,0,137092
2026-03-23 15:31:02.160599+08:00,82,64,0,168435
2026-03-23 15:30:42.063277+08:00,82,1,0,165353
2026-03-23 15:30:32.949057+08:00,82,1910,162726,934
2026-03-23 15:30:12.963469+08:00,62,1,76959,182
2026-03-23 15:29:48.200701+08:00,93,697,159377,3349
2026-03-23 15:29:29.850076+08:00,53291,2568,0,0
2026-03-23 15:29:10.461447+08:00,14482,134,0,0
2026-03-23 15:29:08.151880+08:00,93,413,158567,810
2026-03-23 15:28:36.215821+08:00,15,68,0,76959
2026-03-23 15:27:49.476965+08:00,93,688,156465,2102
2026-03-23 15:27:33.878412+08:00,53415,1222,0,0
2026-03-23 15:27:18.117097+08:00,14595,141,0,0
2026-03-23 15:27:15.726734+08:00,93,697,0,156465
2026-03-23 15:26:56.129547+08:00,15,52,76400,210
2026-03-23 15:25:16.638366+08:00,15,67,76142,258
2026-03-23 15:25:10.890027+08:00,55,46,75805,337
2026-03-23 15:23:31.410709+08:00,55,177,75608,197
2026-03-23 15:22:32.255292+08:00,8,21,75429,179
2026-03-23 15:21:31.379915+08:00,96,85,0,154773
2026-03-23 15:21:19.315849+08:00,96,212,154069,425
2026-03-23 15:21:08.224348+08:00,49,501,0,154069
2026-03-23 15:20:54.630059+08:00,49,360,150869,2750
2026-03-23 15:20:52.583657+08:00,8,21,75061,368
2026-03-23 15:19:12.588133+08:00,56,21,14363,60698
2026-03-23 15:18:43.091379+08:00,49,80,0,150869
2026-03-23 15:17:33.789353+08:00,56,8,0,14363
2026-03-23 15:17:31.523273+08:00,56,83,74663,220
2026-03-23 15:17:25.606301+08:00,56,52,74517,146
2026-03-23 15:15:48.391048+08:00,9,17,0,74517
2026-03-23 15:15:25.470905+08:00,95,459,149570,627
2026-03-23 15:15:16.111081+08:00,95,511,147359,2211
2026-03-23 15:15:07.848888+08:00,95,56,147087,272
2026-03-23 15:14:18.936683+08:00,9,17,73995,346
2026-03-23 15:12:48.419810+08:00,57,1,73832,163
2026-03-23 15:12:13.189019+08:00,48,120,144843,2244
2026-03-23 15:12:05.702402+08:00,98,2864,0,144843
2026-03-23 15:11:18.811599+08:00,57,1,73696,136
2026-03-23 15:09:49.530213+08:00,10,12,73512,184
2026-03-23 15:08:21.332901+08:00,10,12,73219,293
2026-03-23 15:08:02.410982+08:00,51,307,144104,336
2026-03-23 15:07:51.495185+08:00,51,197,141613,2491
2026-03-23 15:07:45.257933+08:00,51,1613,140616,997
2026-03-23 15:07:24.400752+08:00,51,621,140034,582
2026-03-23 15:07:12.524882+08:00,51,355,0,140034
2026-03-23 15:07:03.604166+08:00,51,1195,0,138268
2026-03-23 15:06:53.650796+08:00,10,100,8415,64804
2026-03-23 15:06:47.058747+08:00,10,8,0,8415
2026-03-23 15:06:44.985951+08:00,24611,5623,0,0
2026-03-23 15:06:43.884097+08:00,51,578,135702,1787
2026-03-23 15:06:34.015309+08:00,51,1027,134964,738
2026-03-23 15:06:19.171117+08:00,51,521,134251,713
2026-03-23 15:06:15.476973+08:00,21581,58,0,0
2026-03-23 15:06:12.701461+08:00,16186,220,0,0
2026-03-23 15:06:09.724767+08:00,15647,72,0,0
2026-03-23 15:06:09.177837+08:00,51,413,133541,710
2026-03-23 15:06:06.851166+08:00,12866,188,0,0
2026-03-23 15:06:03.793659+08:00,58,337,62318,3955
2026-03-23 15:06:01.105839+08:00,97,420,132521,1020
2026-03-23 15:05:59.658849+08:00,541,263,0,0
2026-03-23 15:05:53.446220+08:00,97,601,131595,926
2026-03-23 15:05:42.327824+08:00,97,430,128935,2660
2026-03-23 15:05:34.335787+08:00,97,1870,127742,1193
2026-03-23 15:05:09.797655+08:00,97,825,127102,640
2026-03-23 15:04:57.886562+08:00,97,389,126622,480
2026-03-23 15:04:49.253059+08:00,97,287,125727,895
2026-03-23 15:04:41.998800+08:00,97,433,124953,774
2026-03-23 15:04:32.596868+08:00,97,484,124167,786
2026-03-23 15:04:22.921709+08:00,97,519,123284,883
2026-03-23 15:04:14.115516+08:00,97,568,0,123284
2026-03-23 15:03:59.526334+08:00,97,257,121599,1225
2026-03-23 15:03:52.306096+08:00,97,658,120886,713
2026-03-23 15:03:37.179205+08:00,97,440,0,120886
2026-03-23 15:03:26.928451+08:00,97,286,119964,430
2026-03-23 15:03:20.639237+08:00,58,1,0,62318
2026-03-23 15:03:19.198659+08:00,97,255,119459,505
2026-03-23 15:03:17.270057+08:00,11,5149,39204,19043
2026-03-23 15:03:11.927094+08:00,97,289,118807,652
2026-03-23 15:03:04.061040+08:00,50,301,118259,548
2026-03-23 15:02:56.516935+08:00,50,346,117817,442
2026-03-23 15:02:49.136186+08:00,50,281,117367,450
2026-03-23 15:02:42.282611+08:00,50,258,116920,447
2026-03-23 15:02:35.179614+08:00,50,265,0,116920
2026-03-23 15:02:28.246574+08:00,50,194,115602,980
2026-03-23 15:02:22.350275+08:00,50,581,113387,2215
2026-03-23 15:02:21.977400+08:00,29135,8926,0,0
2026-03-23 15:02:11.306076+08:00,50,1446,112704,683
2026-03-23 15:02:05.174626+08:00,36858,7012,0,0
2026-03-23 15:01:49.902310+08:00,50,395,111852,852
2026-03-23 15:01:40.976205+08:00,50,557,109045,2807
2026-03-23 15:01:28.229100+08:00,50,1818,108306,739
2026-03-23 15:01:23.831147+08:00,18475,537,0,0
2026-03-23 15:01:18.909233+08:00,17252,196,0,0
2026-03-23 15:01:16.033043+08:00,13070,463,0,0
2026-03-23 15:01:15.818666+08:00,12891,244,0,0
2026-03-23 15:01:12.161216+08:00,11,892,37784,1420
2026-03-23 15:00:59.225792+08:00,50,772,107683,623
2026-03-23 15:00:48.506001+08:00,50,129,107275,408
2026-03-23 15:00:04.586865+08:00,89,1266,32583,5201
2026-03-23 14:59:49.232489+08:00,45482,1847,0,0
2026-03-23 14:59:46.131356+08:00,44577,2048,0,0
2026-03-23 14:59:30.674705+08:00,43328,279,0,0
2026-03-23 14:59:26.407066+08:00,37652,349,0,0
2026-03-23 14:59:25.573054+08:00,30885,144,0,0
2026-03-23 14:59:22.060483+08:00,18178,290,0,0
2026-03-23 14:59:21.833336+08:00,31829,371,0,0
2026-03-23 14:59:18.772185+08:00,16048,325,0,0
2026-03-23 14:59:16.989392+08:00,15947,293,0,0
2026-03-23 14:59:14.517982+08:00,12825,312,0,0
2026-03-23 14:59:12.736623+08:00,12843,104,0,0
2026-03-23 14:59:10.612536+08:00,89,679,0,32583
2026-03-23 14:59:09.222469+08:00,60,1609,106782,493
2026-03-23 14:58:46.610547+08:00,60,264,106150,632
2026-03-23 14:58:39.342802+08:00,60,345,105421,729
2026-03-23 14:58:31.242981+08:00,60,329,105092,329
2026-03-23 14:58:22.832760+08:00,60,177,104760,332
2026-03-23 14:58:16.972039+08:00,60,174,88602,16158
2026-03-23 14:58:09.721247+08:00,60,63,88303,299
2026-03-23 14:58:05.669998+08:00,60,166,87956,347
2026-03-23 14:57:59.567909+08:00,60,217,62921,25035
2026-03-23 14:57:53.010890+08:00,60,87,59222,3699
2026-03-23 14:57:22.818146+08:00,60,1,57924,1298
2026-03-23 14:57:17.582164+08:00,14,1616,0,57924
2026-03-23 14:53:54.627144+08:00,55,842,56496,436
2026-03-23 14:51:32.588739+08:00,55,1,55346,1150
2026-03-23 14:51:28.502770+08:00,55,1190,51833,3513
2026-03-23 14:51:18.849606+08:00,55,63,51601,232
2026-03-23 14:49:48.525685+08:00,9,1,48107,3494
2026-03-23 14:49:43.599896+08:00,9,4534,36985,11122
2026-03-23 14:48:49.156674+08:00,55749,9476,0,0
2026-03-23 14:47:28.533928+08:00,14407,136,0,0
2026-03-23 14:47:26.302306+08:00,54,329,0,36985
2026-03-23 14:44:51.123157+08:00,48,172,0,31901
2026-03-23 14:41:27.977144+08:00,91,107,0,72290
2026-03-23 14:41:15.390855+08:00,91,93,70110,1905
2026-03-23 14:41:08.897665+08:00,91,2256,69511,599
2026-03-23 14:40:33.005457+08:00,91,327,68908,603
2026-03-23 14:40:24.272084+08:00,91,448,67557,1351
2026-03-23 14:40:10.045107+08:00,91,1,66291,1266
2026-03-23 14:40:05.595315+08:00,91,1517,65664,627
2026-03-23 14:39:43.647706+08:00,91,472,0,65664
2026-03-23 14:37:23.775455+08:00,44,1,63894,1521
2026-03-23 14:37:18.878353+08:00,44,1820,63138,756
2026-03-23 14:37:00.010945+08:00,44,181,60007,3131
2026-03-23 14:36:55.739628+08:00,59336,1859,0,0
2026-03-23 14:36:40.302854+08:00,15640,317,0,0
2026-03-23 14:36:36.285744+08:00,15052,93,0,0
2026-03-23 14:36:33.707415+08:00,44,1352,40325,19682
2026-03-23 14:36:14.374258+08:00,30866,8533,0,0
2026-03-23 14:36:12.712473+08:00,39641,8192,0,0
2026-03-23 14:35:18.834256+08:00,14406,76,0,0
2026-03-23 14:35:18.719186+08:00,14426,74,0,0
2026-03-23 14:35:16.563693+08:00,90,719,33171,7154
2026-03-23 14:35:05.868791+08:00,30806,2873,0,0
2026-03-23 14:35:04.274478+08:00,39601,2920,0,0
2026-03-23 14:34:41.068583+08:00,14374,76,0,0
2026-03-23 14:34:40.940190+08:00,14374,77,0,0
2026-03-23 14:34:38.734706+08:00,90,547,0,33171
2026-03-23 14:34:32.127767+08:00,564,20,0,0
2026-03-23 14:30:06.478385+08:00,97,240,0,155081
2026-03-23 14:29:52.339026+08:00,97,94,152860,1958
2026-03-23 14:29:41.078078+08:00,97,2039,151473,1387
2026-03-23 14:29:23.164277+08:00,97,205,0,151473
2026-03-23 14:29:08.542555+08:00,97,1999,149051,818
2026-03-23 14:27:30.727284+08:00,97,665,0,149051
2026-03-23 14:27:16.982976+08:00,97,57,144918,3911
2026-03-23 14:27:00.598162+08:00,51,275,0,144918
2026-03-23 14:24:18.724834+08:00,94,1461,140991,2322
2026-03-23 14:23:35.190267+08:00,94,1815,135536,5455
